query	no	token	pos
전주 여행	291	지역	NNG
전주 여행	291	도	JX
전주 여행	291	가	VV
전주 여행	291	고	EC
전주 여행	291	싶	VX
전주 여행	291	은데	EC
전주 여행	291	많이	MAG
전주 여행	291	다니	VV
전주 여행	291	시	EP
전주 여행	291	는	ETM
전주 여행	291	분	NNB
전주 여행	291	들	XSN
전주 여행	292	코스	NNG
전주 여행	292	추천	NNG
전주 여행	292	좀	MAG
전주 여행	292	요	JX
전주 여행	292	코스	NNG
전주 여행	292	추천	NNG
전주 여행	292	하	XSV
전주 여행	292	세염	NNG
전주 여행	292	동물원	NNP
전주 여행	292	걍기전	UNKNOWN
전주 여행	292	한옥마을	NNP
전주 여행	292	덕진	NNP
전주 여행	292	연못	NNG
전주 여행	292	으로	JKB
전주 여행	292	가보세요	NNG
전주 여행	293	코스	NNG
전주 여행	293	좀	MAG
전주 여행	293	알려	VV+EC
전주 여행	293	주	VX
전주 여행	293	세요	EP+EF
전주 여행	293	안녕	IC
전주 여행	293	하	VV
전주 여행	293	세요	EP+EF
전주 여행	293	로	JKB
전주 여행	293	당일치기	NNG
전주 여행	293	할	XSV+ETM
전주 여행	293	껀	NNB+JX
전주 여행	293	데	NNB
전주 여행	293	코스	NNG
전주 여행	293	좀	MAG
전주 여행	293	짜	VV+EC
전주 여행	293	주	VX
전주 여행	293	세요	EP+EF
전주 여행	293	동물원	NNG
전주 여행	293	한옥마을	NNP
전주 여행	293	수목원	NNG
전주 여행	293	팔복	NNG
전주 여행	293	예술	NNG
전주 여행	293	공장	NNG
전주 여행	293	드림	VV+ETM
전주 여행	293	랜드	NNG
전주 여행	293	당일치기	NNG
전주 여행	293	로	JKB
전주 여행	293	갈	VV+ETM
전주 여행	293	껀	NNB+JX
전주 여행	293	데	NNB
전주 여행	293	코스	NNG
전주 여행	293	좀	MAG
전주 여행	293	알려	VV+EC
전주 여행	293	주	VX
전주 여행	293	세요	EP+EF
전주 여행	293	자가용	NNG
전주 여행	293	으로	JKB
전주 여행	293	이동	NNG
전주 여행	293	하	XSV
전주 여행	293	신다면	EP+EC
전주 여행	293	아래	NNG
전주 여행	293	와	JKB
전주 여행	293	같	VA
전주 여행	293	은	ETM
전주 여행	293	코스	NNG
전주 여행	293	가	JKS
전주 여행	293	시간	NNG
전주 여행	293	을	JKO
전주 여행	293	아낄	VV+ETM
전주 여행	293	수	NNB
전주 여행	294	1	SN
전주 여행	294	박	NNBC
전주 여행	294	2	SN
전주 여행	294	일	NNBC
전주 여행	294	코스	NNG
전주 여행	294	질문	NNG
전주 여행	294	하	XSV
전주 여행	294	신	EP+ETM
전주 여행	294	코스	NNG
전주 여행	294	관련	NNG
전주 여행	294	답변	NNG
전주 여행	294	드리	VV
전주 여행	294	겠	EP
전주 여행	294	습니다	EF
전주 여행	294	가족	NNG
전주 여행	294	분	NNB
전주 여행	294	들	XSN
전주 여행	294	과	JKB
전주 여행	294	함께	MAG
전주 여행	294	하	VV
전주 여행	294	는	ETM
전주 여행	294	을	JKO
전주 여행	294	계획	NNG
전주 여행	294	중	NNB
전주 여행	294	이	VCP
전주 여행	294	시	EP
전주 여행	294	군요	EF
전주 여행	294	의	JKG
전주 여행	294	추천	NNG
전주 여행	294	명소	NNG
전주 여행	294	와	JC
전주 여행	294	맛집	NNG
전주 여행	294	들	XSN
전주 여행	294	을	JKO
전주 여행	294	포함	NNG
전주 여행	294	해서	XSV+EC
전주 여행	294	여다	VV+EC
전주 여행	294	에서	JKB
전주 여행	294	맞춤	NNG
전주 여행	294	형	XSN
전주 여행	294	1	SN
전주 여행	294	박	NNBC
전주 여행	294	2	SN
전주 여행	294	일	NNBC
전주 여행	294	코스	NNG
전주 여행	294	를	JKO
전주 여행	294	준비	NNG
전주 여행	294	했	XSV+EP
전주 여행	294	어요	EF
전주 여행	294	아래	NNG
전주 여행	294	첨부	NNG
전주 여행	294	된	XSV+ETM
전주 여행	294	일정	NNG
전주 여행	294	을	JKO
전주 여행	295	당일치기	NNG
전주 여행	295	코스	NNG
전주 여행	295	처음	NNG
전주 여행	295	으로	JKB
전주 여행	295	을	JKO
전주 여행	295	가	VV
전주 여행	295	는	ETM
전주 여행	295	거	NNB
전주 여행	295	라서	VCP+EC
전주 여행	295	아	VV
전주 여행	295	는	ETM
전주 여행	295	것	NNB
전주 여행	295	이	JKS
전주 여행	295	많이	MAG
전주 여행	295	없	VA
전주 여행	295	어요	EF
전주 여행	295	일단	MAG
전주 여행	295	한옥	NNG
전주 여행	295	마을	NNG
전주 여행	295	에서	JKB
전주 여행	295	한복	NNG
전주 여행	295	을	JKO
전주 여행	295	빌려서	VV+EC
전주 여행	295	한옥마을	NNP
전주 여행	295	전동성당	NNP
전주 여행	295	이랑	JC
전주 여행	295	경기전	NNG
전주 여행	295	그리고	MAJ
전주 여행	295	자만	NNG
전주 여행	295	벽화	NNG
전주 여행	295	마을	NNG
전주 여행	295	까지	JX
전주 여행	295	가	VV
전주 여행	295	기	ETN
전주 여행	295	로	JKB
전주 여행	295	정했	VV+EP
전주 여행	295	는데	EC
전주 여행	295	또	MAG
전주 여행	295	다른	MM
전주 여행	295	놀	VV
전주 여행	295	러	EC
전주 여행	295	갈	VX+ETM
전주 여행	295	곳	NNG
전주 여행	295	을	JKO
전주 여행	295	찾	VV
전주 여행	295	진	EC+JX
전주 여행	295	못했	VX+EP
전주 여행	295	어요	EF
전주 여행	295	에	JKB
전주 여행	295	한옥마을	NNP
전주 여행	295	과	JC
전주 여행	296	초등	NNG
전주 여행	296	아이	NNG
전주 여행	296	랑	JKB
전주 여행	296	코스	NNG
전주 여행	296	,	SC
전주 여행	296	맛집	NNG
전주 여행	296	추천	NNG
전주 여행	296	부탁	NNG
전주 여행	296	합니다	XSV+EF
전주 여행	296	아이	NNG
전주 여행	296	와	JC
전주 여행	296	을	JKO
전주 여행	296	계획	NNG
전주 여행	296	하	XSV
전주 여행	296	고	EC
전주 여행	296	계시	VX
전주 여행	296	군요	EF
전주 여행	296	전	MM
전주 여행	296	주	NNG
전주 여행	296	에서	JKB
전주 여행	296	아이	NNG
전주 여행	296	와	JKB
전주 여행	296	함께	MAG
전주 여행	296	가	VV
전주 여행	296	볼	EC+VX+ETM
전주 여행	296	만	NNB
전주 여행	296	한	XSA+ETM
전주 여행	296	곳	NNG
전주 여행	296	몇	MM
전주 여행	296	군데	NNBC
전주 여행	296	를	JKO
전주 여행	296	추천	NNG
전주 여행	296	드려	VV+EC
전주 여행	296	보	VX
전주 여행	296	도록	EC
전주 여행	296	하	VX
전주 여행	296	겠	EP
전주 여행	296	습니다	EF
전주 여행	296	1	SN
전주 여행	296	한옥마을	NNP
전주 여행	296	이미	MAG
전주 여행	296	계획	NNG
전주 여행	296	에	JKB
전주 여행	296	넣	VV
전주 여행	296	어	EC
전주 여행	296	두	VX
전주 여행	296	신	EP+ETM
전주 여행	296	장소	NNG
전주 여행	296	인	VCP+ETM
전주 여행	296	한옥마을	NNP
전주 여행	296	이	VCP
전주 여행	296	예요	EC
전주 여행	296	한복	NNG
전주 여행	296	도	JX
전주 여행	296	입	VV
전주 여행	296	고	EC
전주 여행	296	한옥마을	NNP
전주 여행	296	을	JKO
전주 여행	296	거닐	VV
전주 여행	296	며	EC
전주 여행	296	사진	NNG
전주 여행	296	도	JX
전주 여행	297	(	SSO
전주 여행	297	급	NNG
전주 여행	297	합니다	XSV+EF
전주 여행	297	ㅠㅠ	UNKNOWN
전주 여행	297	)	SSC
전주 여행	297	코스	NNG
전주 여행	297	코스	NNG
전주 여행	297	추천	NNG
전주 여행	297	드립니다	VV+EF
전주 여행	297	안녕	IC
전주 여행	297	하	VV
전주 여행	297	세요	EP+EF
전주 여행	297	전문	NNG
전주 여행	297	블로거	NNP
전주 여행	297	쭈니	NNP
전주 여행	297	아빠	NNG
전주 여행	297	입니다	VCP+EF
전주 여행	297	방학	NNG
전주 여행	297	을	JKO
전주 여행	297	맞	VV
전주 여행	297	아서	EC
전주 여행	297	친구	NNG
전주 여행	297	분	NNB
전주 여행	297	들	XSN
전주 여행	297	과	JC
전주 여행	297	을	JKO
전주 여행	297	준비	NNG
전주 여행	297	하	XSV
전주 여행	297	고	EC
전주 여행	297	계시	VX
전주 여행	297	네요	EF
전주 여행	297	전	NP+JX
전주 여행	297	주	VX
전주 여행	297	는	ETM
전주 여행	297	한옥마을	NNP
전주 여행	297	을	JKO
전주 여행	297	중심	NNG
전주 여행	297	으로	JKB
전주 여행	297	가	VV
전주 여행	297	볼	EC+VX+ETM
전주 여행	297	만	NNB
전주 여행	297	한	XSA+ETM
전주 여행	297	곳	NNG
전주 여행	297	이	JKS
전주 여행	297	많	VA
전주 여행	297	죠	EF
전주 여행	297	터미널	NNG
전주 여행	297	에서	JKB
전주 여행	297	버스	NNG
전주 여행	297	를	JKO
전주 여행	297	타	VV
전주 여행	297	고	EC
전주 여행	297	한옥	NNG
전주 여행	297	마을	NNG
전주 여행	297	에	JKB
전주 여행	298	순서	NNG
전주 여행	298	좀	MAG
전주 여행	298	알려	VV+EC
전주 여행	298	주	VX
전주 여행	298	세요	EP+EF
전주 여행	298	~	SY
전주 여행	298	을	JKO
전주 여행	298	하	VV
전주 여행	298	려고	EC
전주 여행	298	하	VV
전주 여행	298	는데요	EC
전주 여행	298	덕진	NNP
전주 여행	298	공원	NNG
전주 여행	298	동물원	NNG
전주 여행	298	한옥	NNG
전주 여행	298	마을	NNG
전주 여행	298	남부	NNG
전주 여행	298	시장	NNG
전주 여행	298	을	JKO
전주 여행	298	가	VV
전주 여행	298	려고	EC
전주 여행	298	합니다	VX+EF
전주 여행	298	시외버스	NNG
전주 여행	298	공용	NNG
전주 여행	298	터미널	NNG
전주 여행	298	에서	JKB
전주 여행	298	가까운	VA+ETM
전주 여행	298	순서	NNG
전주 여행	298	가	JKS
전주 여행	298	어떻게	MAG
전주 여행	298	될까요	VV+EF
전주 여행	298	그리고	MAJ
전주 여행	298	근처	NNG
전주 여행	298	에	JKB
전주 여행	298	가까운	VA+ETM
전주 여행	298	바닷가	NNG
전주 여행	298	는	JX
전주 여행	298	어디	NP
전주 여행	298	인가요	VCP+EC
전주 여행	298	또	MAG
전주 여행	298	이	MM
전주 여행	298	외	NNB
전주 여행	298	에	JKB
전주 여행	298	구경	NNG
전주 여행	298	할	XSV+ETM
전주 여행	298	좋	VA
전주 여행	298	은	ETM
전주 여행	298	곳	NNG
전주 여행	298	도	JX
전주 여행	299	비용	NNG
전주 여행	299	안녕	NNG
전주 여행	299	하	XSV
전주 여행	299	세요	EP+EF
전주 여행	299	로	JKB
전주 여행	299	가	VV
전주 여행	299	려는	ETM
전주 여행	299	학생	NNG
전주 여행	299	입니다	VCP+EF
전주 여행	299	수원	NNP
전주 여행	299	살	VV
전주 여행	299	고	EC
전주 여행	299	있	VX
전주 여행	299	고요	EC
전주 여행	299	2	SN
전주 여행	299	박	NNBC
전주 여행	299	3	SN
전주 여행	299	일	NNBC
전주 여행	299	3	SN
전주 여행	299	박	NNBC
전주 여행	299	으로	JKB
전주 여행	299	3	SN
전주 여행	299	4	SN
전주 여행	299	명	NNBC
전주 여행	299	이	XSN
전주 여행	299	서	JKS
전주 여행	299	가려	VV+EC
전주 여행	299	하	VV
전주 여행	299	는데	EC
전주 여행	299	비용	NNG
전주 여행	299	이	JKS
전주 여행	299	어느	MM
전주 여행	299	정도	NNG
전주 여행	299	나올까요	VV+EF
전주 여행	299	수원	NNP
전주 여행	299	에서	JKB
전주 여행	299	까지	VV
전주 여행	299	는	ETM
전주 여행	299	자가용	NNG
전주 여행	299	으로	JKB
전주 여행	299	도	JX
전주 여행	299	2	SN
전주 여행	299	시간	NNBC
전주 여행	299	정도	NNG
전주 여행	299	걸리	VV
전주 여행	299	는	ETM
전주 여행	299	코스	NNG
전주 여행	299	인데요	VCP+EF
전주 여행	299	대중교통	NNG
전주 여행	299	으로	JKB
전주 여행	299	간다	VV+EC
전주 여행	299	라면	NNG
전주 여행	299	조금	MAG
전주 여행	299	더	MAG
전주 여행	300	음식점	NNG
전주 여행	300	25	SN
전주 여행	300	일	NNBC
전주 여행	300	날	NNG
전주 여행	300	을	JKO
전주 여행	300	가	VV
전주 여행	300	는데	EC
전주 여행	300	동물원	NNP
전주 여행	300	이랑	JC
전주 여행	300	레일바이크	NNP
전주 여행	300	아중	NNG
전주 여행	300	저	MM
전주 여행	300	수지	NNG
전주 여행	300	오	NR
전주 여행	300	목대	NNG
전주 여행	300	주변	NNG
전주 여행	300	에	JKB
전주 여행	300	맛집	NNG
전주 여행	300	이나	JC
전주 여행	300	음식	NNG
전주 여행	300	먹	VV
전주 여행	300	을	ETM
전주 여행	300	만	NNB
전주 여행	300	한	XSA+ETM
전주 여행	300	거	NNB
전주 여행	300	있	VA
전주 여행	300	으면	EC
전주 여행	300	추천	NNG
전주 여행	300	해	XSV+EC
전주 여행	300	주	VX
전주 여행	300	세여	EP+EF
전주 여행	300	내공	NNP
전주 여행	300	100	SN
전주 여행	300	드려	VV+EC
전주 여행	300	여	NNG
전주 여행	300	추가	NNG
전주 여행	300	로	JKB
전주 여행	300	터미널	NNG
전주 여행	300	쪽	NNB
전주 여행	300	에	JKB
전주 여행	300	도	JX
전주 여행	300	알려	VV+EC
전주 여행	300	주	VX
전주 여행	300	시	EP
전주 여행	300	면	EC
전주 여행	300	고맙	VA
전주 여행	300	습니다	EF
전주 여행	300	답변	NNG
전주 여행	300	한옥	NNG
전주 여행	300	마을	NNG
전주 여행	300	에	JKB
전주 여행	300	에루화	IC
전주 여행	300	떡갈비	NNG
전주 여행	301	중	NNG
전주 여행	301	2	SN
전주 여행	301	여학생	NNG
전주 여행	301	친구	NNG
전주 여행	301	와	JC
전주 여행	301	안녕	NNG
전주 여행	301	하	XSV
전주 여행	301	세요	EP+EF
전주 여행	301	중	NNB
전주 여행	301	2	SN
전주 여행	301	15	SN
전주 여행	301	살	NNBC
전주 여행	301	여학생	NNG
전주 여행	301	입니다	VCP+EF
전주 여행	301	친한	VA+ETM
전주 여행	301	친구	NNG
전주 여행	301	와	JC
전주 여행	301	둘	NR
전주 여행	301	이	XSN
전주 여행	301	서	JKS
전주 여행	301	을	JKO
전주 여행	301	가	VV
전주 여행	301	기	ETN
전주 여행	301	로	JKB
전주 여행	301	했	VV+EP
전주 여행	301	는데	EC
전주 여행	301	어디	NP
전주 여행	301	로	JKB
전주 여행	301	가	VV
전주 여행	301	야	EC
전주 여행	301	할지	VX+EC
전주 여행	301	를	JKO
전주 여행	301	몰라서	VV+EC
전주 여행	301	너무	MAG
전주 여행	301	막막	XR
전주 여행	301	합니다	XSA+EF
전주 여행	301	저희	NP
전주 여행	301	둘	NR
전주 여행	301	다	MAG
전주 여행	301	일본	NNP
전주 여행	301	애니	NNP
전주 여행	301	를	JKO
전주 여행	301	너무	MAG
전주 여행	301	좋	VA
전주 여행	301	아	EC
전주 여행	301	하	VV
전주 여행	301	는데	EC
전주 여행	301	에	JKB
전주 여행	301	오타쿠	NNP
전주 여행	301	들	XSN
전주 여행	301	이	JKS
전주 여행	301	갈만	NNG
전주 여행	301	할	XSV+ETM
전주 여행	301	곳	NNB
전주 여행	301	있	VV
전주 여행	301	을까요	EC
전주 여행	301	제발	MAG
전주 여행	301	알려	VV+EC
전주 여행	301	주	VX
전주 여행	301	세요	EP+EF
전주 여행	302	부모	NNG
전주 여행	302	닝	NNP
전주 여행	302	모시	VV
전주 여행	302	고	EC
전주 여행	302	부모	NNG
전주 여행	302	님	XSN
전주 여행	302	모시	VV
전주 여행	302	고	EC
전주 여행	302	가	VV
전주 여행	302	려는데	EC
전주 여행	302	명소	NNG
전주 여행	302	식당	NNG
전주 여행	302	추천	NNG
전주 여행	302	부탁	NNG
전주 여행	302	드립니다	VV+EC
전주 여행	302	는	JX
전주 여행	302	한옥마을	NNP
전주 여행	302	로	JKB
전주 여행	302	유명	XR
전주 여행	302	한	XSA+ETM
전주 여행	302	완산구	NNP
전주 여행	302	가	JKS
전주 여행	302	있	VA
전주 여행	302	으며	EC
전주 여행	302	덕진구	NNP
전주 여행	302	또한	MAJ
전주 여행	302	멋진	VA+ETM
전주 여행	302	추억	NNG
전주 여행	302	을	JKO
전주 여행	302	가진	VV+ETM
전주 여행	302	장소	NNG
전주 여행	302	가	JKS
전주 여행	302	많이	MAG
전주 여행	303	2	SN
전주 여행	303	박	NNBC
전주 여행	303	3	SN
전주 여행	303	일	NNBC
전주 여행	303	이번	NNG
전주 여행	303	주	NNG
전주 여행	303	토	NNG
전주 여행	303	월	NNG
전주 여행	303	2	SN
전주 여행	303	박	NNBC
전주 여행	303	3	SN
전주 여행	303	일	NNBC
전주 여행	303	여자	NNG
전주 여행	303	친구	NNG
전주 여행	303	와	JC
전주 여행	303	을	JKO
전주 여행	303	가	VV
전주 여행	303	는데	EC
전주 여행	303	경로	NNG
전주 여행	303	좀	MAG
전주 여행	303	알려	VV+EC
전주 여행	303	주	VX
전주 여행	303	세요	EP+EF
전주 여행	303	토요일	NNG
전주 여행	303	엔	JKB+JX
전주 여행	303	비	NNG
전주 여행	303	가	JKS
전주 여행	303	온다고	VV+EC
전주 여행	303	하	VV
전주 여행	303	는데	EC
전주 여행	303	실내	NNG
전주 여행	303	데이트	NNG
전주 여행	303	가능	NNG
전주 여행	303	한	XSA+ETM
전주 여행	303	곳	NNG
전주 여행	303	도	JX
전주 여행	303	알려	VV+EC
전주 여행	303	주	VX
전주 여행	303	시	EP
전주 여행	303	면	EC
전주 여행	303	감사	NNG
전주 여행	303	하	XSV
전주 여행	303	겠	EP
전주 여행	303	습니다	EF
전주 여행	303	숙소	NNG
전주 여행	303	는	JX
전주 여행	303	한옥	NNG
전주 여행	303	마을	NNG
전주 여행	303	근처	NNG
전주 여행	303	에	JKB
전주 여행	303	잡	VV
전주 여행	303	았	EP
전주 여행	303	습니다	EF
전주 여행	303	토	NNP
전주 여행	303	한옥마을	NNP
전주 여행	303	구경	NNG
전주 여행	303	후	NNG
전주 여행	304	1	SN
전주 여행	304	박	NNBC
전주 여행	304	2	SN
전주 여행	304	일	NNBC
전주 여행	304	저녁	NNG
전주 여행	304	엔	JKB+JX
전주 여행	304	전	MM
전주 여행	304	주천	NNG
전주 여행	304	산책	NNG
전주 여행	304	길	NNG
전주 여행	304	따라	VV+EC
전주 여행	304	걷	VV
전주 여행	304	거나	EC
전주 여행	304	한옥	NNG
전주 여행	304	마을	NNG
전주 여행	304	근처	NNG
전주 여행	304	에서	JKB
전주 여행	304	야경	NNG
전주 여행	304	즐기	VV
전주 여행	304	시	EP
전주 여행	304	는	ETM
전주 여행	304	것	NNB
전주 여행	304	도	JX
전주 여행	304	너무	MAG
전주 여행	304	좋	VA
전주 여행	304	답니다	EF
전주 여행	304	혹시	MAG
전주 여행	304	일정	NNG
전주 여행	304	이나	JC
전주 여행	304	관심	NNG
전주 여행	304	있	VA
전주 여행	304	는	ETM
전주 여행	304	테마	NNG
전주 여행	304	사진	NNG
전주 여행	304	카페	NNG
전주 여행	304	체험	NNG
전주 여행	304	등	NNB
전주 여행	304	더	MAG
전주 여행	304	알려	VV+EC
전주 여행	304	주	VX
전주 여행	304	시	EP
전주 여행	304	면	EC
전주 여행	304	맞춤	VV+EC
전주 여행	304	추천	NNG
전주 여행	304	도	JX
전주 여행	304	해	VV+EC
전주 여행	304	드릴	VX+ETM
전주 여행	304	수	NNB
전주 여행	304	있	VV
전주 여행	304	어요	EF
전주 여행	304	즐거운	VA+ETM
전주 여행	304	되	XSV
전주 여행	304	시	EP
전주 여행	304	길	ETN+JKO
전주 여행	304	바랄	VV+ETM
전주 여행	304	게요	NNB+VCP+EC
전주 여행	305	코스	NNG
전주 여행	305	추천	NNG
전주 여행	305	이	VCP
전주 여행	305	요	EC
전주 여행	305	~!	SY
전주 여행	305	영화제	NNG
전주 여행	305	기간	NNG
전주 여행	305	일정	NNG
전주 여행	305	으로	JKB
전주 여행	305	2	SN
전주 여행	305	박	NNBC
전주 여행	305	3	SN
전주 여행	305	일	NNBC
전주 여행	305	좀	MAG
전주 여행	305	가	VV
